N, Q, S, P_0, P_1, P_2, R_1, R_2, A_1, A_2, 
200, 8, 40, 160, 0, 0, 0, 0, 0, 0, 
200, 8, 18, 160, 0, 0, 7, 4, 7, 4, 
200, 8, 4, 160, 0, 0, 11, 7, 11, 7, 
200, 8, -4, 160, 0, 0, 13, 9, 13, 9, 
200, 8, -12, 160, 0, 0, 15, 11, 15, 11, 
200, 8, -22, 160, 0, 0, 18, 13, 18, 13, 
200, 8, -13, 160, 0, 0, 19, 13, 12, 9, 
200, 8, -8, 160, 0, 0, 19, 14, 9, 6, 
200, 8, -11, 160, 0, 0, 21, 15, 9, 6, 
200, 8, -13, 160, 0, 0, 20, 18, 8, 7, 
200, 8, -11, 160, 0, 0, 20, 19, 6, 6, 
200, 8, -12, 160, 0, 0, 19, 20, 6, 7, 
200, 8, -12, 160, 0, 0, 19, 20, 5, 8, 
200, 8, -9, 160, 0, 0, 19, 20, 3, 7, 
200, 8, -5, 160, 0, 0, 19, 20, 2, 4, 
200, 8, -5, 160, 0, 0, 19, 20, 3, 3, 
200, 8, -6, 160, 0, 0, 19, 21, 3, 3, 
200, 8, -5, 160, 0, 0, 19, 21, 3, 2, 
200, 8, -6, 160, 0, 0, 19, 21, 4, 2, 
200, 8, -8, 160, 0, 0, 19, 21, 5, 3, 
200, 8, -7, 160, 0, 0, 19, 21, 3, 4, 
200, 8, -6, 160, 0, 0, 19, 21, 2, 4, 
200, 8, -8, 160, 0, 0, 19, 21, 2, 6, 
200, 8, -8, 160, 0, 0, 19, 21, 1, 7, 
200, 8, -7, 160, 0, 0, 18, 22, 0, 7, 
200, 8, -8, 160, 0, 0, 17, 23, 0, 8, 
200, 8, -9, 160, 0, 0, 17, 23, 0, 9, 
200, 8, -7, 160, 0, 0, 16, 24, 0, 7, 
200, 8, -7, 159, 1, 0, 16, 24, 1, 6, 
200, 8, -6, 158, 2, 0, 16, 24, 1, 5, 
200, 8, -5, 157, 3, 0, 16, 24, 1, 4, 
200, 8, -4, 157, 3, 0, 16, 24, 2, 2, 
200, 8, -8, 156, 3, 1, 16, 24, 2, 6, 
200, 8, -6, 156, 3, 1, 16, 24, 1, 5, 
200, 8, -7, 156, 3, 1, 14, 26, 1, 6, 
200, 8, -8, 156, 3, 1, 14, 26, 1, 7, 
200, 8, -7, 156, 3, 1, 12, 28, 0, 7, 
200, 8, -5, 156, 3, 1, 12, 28, 0, 5, 
200, 8, -5, 154, 5, 1, 11, 29, 0, 5, 
200, 8, -6, 152, 6, 2, 11, 29, 0, 6, 
200, 8, -5, 151, 7, 2, 11, 29, 0, 5, 
200, 8, -6, 150, 7, 3, 11, 29, 0, 6, 
200, 8, -4, 148, 7, 5, 11, 29, 0, 4, 
200, 8, -4, 148, 7, 5, 11, 29, 0, 4, 
200, 8, -3, 147, 7, 6, 11, 29, 0, 3, 
200, 8, -2, 147, 7, 6, 11, 29, 0, 2, 
200, 8, -2, 147, 7, 6, 11, 29, 0, 2, 
200, 8, -3, 145, 7, 8, 11, 29, 0, 3, 
200, 8, -3, 143, 9, 8, 11, 29, 0, 3, 
200, 8, -3, 140, 10, 10, 11, 29, 0, 3, 
200, 8, -4, 138, 12, 10, 11, 29, 0, 4, 
200, 8, -5, 137, 12, 11, 11, 29, 0, 5, 
200, 8, -6, 135, 12, 13, 11, 29, 0, 6, 
200, 8, -7, 135, 12, 13, 11, 29, 0, 7, 
200, 8, -7, 133, 13, 14, 10, 30, 0, 7, 
200, 8, -8, 133, 13, 14, 10, 30, 0, 8, 
200, 8, -6, 131, 15, 14, 10, 30, 0, 6, 
200, 8, -6, 129, 15, 16, 10, 30, 0, 6, 
200, 8, -5, 127, 17, 16, 10, 30, 0, 5, 
200, 8, -4, 122, 18, 20, 10, 30, 0, 4, 
200, 8, -3, 120, 20, 20, 10, 30, 0, 3, 
200, 8, -5, 118, 20, 22, 10, 30, 0, 5, 
200, 8, -4, 115, 20, 25, 10, 30, 0, 4, 
200, 8, -4, 115, 20, 25, 10, 30, 0, 4, 
200, 8, -4, 112, 20, 28, 10, 30, 0, 4, 
200, 8, -3, 112, 20, 28, 10, 30, 0, 3, 
200, 8, -1, 110, 22, 28, 10, 30, 0, 1, 
200, 8, -3, 107, 22, 31, 10, 30, 1, 2, 
200, 8, -4, 104, 24, 32, 10, 30, 1, 3, 
200, 8, -6, 99, 25, 36, 10, 30, 1, 5, 
200, 8, -7, 97, 27, 36, 10, 30, 1, 6, 
200, 8, -7, 95, 27, 38, 10, 30, 1, 6, 
200, 8, -5, 92, 27, 41, 10, 30, 0, 5, 
200, 8, -5, 92, 27, 41, 10, 30, 0, 5, 
200, 8, -4, 86, 28, 46, 10, 30, 0, 4, 
200, 8, -3, 86, 28, 46, 10, 30, 0, 3, 
200, 8, -4, 84, 30, 46, 10, 30, 1, 3, 
200, 8, -4, 81, 30, 49, 10, 30, 1, 3, 
200, 8, -3, 78, 32, 50, 10, 30, 1, 2, 
200, 8, -4, 74, 33, 53, 10, 30, 1, 3, 
200, 8, -3, 72, 35, 53, 10, 30, 1, 2, 
200, 8, -1, 72, 35, 53, 9, 30, 0, 2, 
200, 8, 0, 69, 35, 56, 9, 30, 0, 1, 
200, 8, -2, 69, 35, 56, 9, 30, 0, 3, 
200, 8, -3, 63, 36, 61, 9, 30, 0, 4, 
200, 8, -4, 63, 36, 61, 9, 30, 0, 5, 
200, 8, -4, 60, 38, 62, 9, 30, 0, 5, 
200, 8, -4, 57, 38, 65, 9, 30, 0, 5, 
200, 8, -3, 55, 40, 65, 9, 30, 0, 4, 
200, 8, -1, 50, 41, 69, 9, 30, 0, 2, 
200, 8, -1, 49, 42, 69, 9, 30, 0, 2, 
200, 8, -1, 48, 42, 70, 9, 30, 0, 2, 
200, 8, -2, 45, 42, 73, 9, 30, 0, 3, 
200, 8, -4, 44, 42, 74, 9, 30, 1, 4, 
200, 8, -4, 41, 42, 77, 9, 30, 1, 4, 
200, 8, -3, 41, 42, 77, 9, 30, 1, 3, 
200, 8, -3, 38, 44, 78, 8, 31, 1, 3, 
200, 8, -5, 35, 44, 81, 8, 31, 1, 5, 
