T, S, P0, P1, P2, A1, A2, R1, R2
55, 42, 158, 0, 0, 0, 0, 0, 0
56, 42, 158, 0, 0, 0, 0, 0, 0
57, 42, 158, 0, 0, 0, 0, 0, 0
58, 42, 158, 0, 0, 0, 0, 0, 0
59, 42, 158, 0, 0, 0, 0, 0, 0
60, 42, 158, 0, 0, 0, 0, 0, 0
61, 42, 158, 0, 0, 0, 0, 0, 0
62, 42, 158, 0, 0, 0, 0, 0, 0
63, 42, 158, 0, 0, 0, 0, 0, 0
64, 42, 158, 0, 0, 0, 0, 0, 0
65, 42, 158, 0, 0, 0, 0, 0, 0
66, 42, 158, 0, 0, 0, 0, 0, 0
67, 42, 158, 0, 0, 0, 0, 0, 0
68, 42, 158, 0, 0, 0, 0, 0, 0
69, 42, 158, 0, 0, 0, 0, 0, 0
70, 42, 158, 0, 0, 0, 0, 0, 0
71, 42, 158, 0, 0, 0, 0, 0, 0
72, 42, 158, 0, 0, 0, 0, 0, 0
73, 42, 158, 0, 0, 0, 0, 0, 0
74, 42, 158, 0, 0, 0, 0, 0, 0
75, 42, 158, 0, 0, 0, 0, 0, 0
76, 42, 158, 0, 0, 0, 0, 0, 0
77, 42, 158, 0, 0, 0, 0, 0, 0
78, 42, 158, 0, 0, 0, 0, 0, 0
79, 42, 158, 0, 0, 0, 0, 0, 0
80, 42, 158, 0, 0, 0, 0, 0, 0
81, 42, 158, 0, 0, 0, 0, 0, 0
82, 42, 158, 0, 0, 0, 0, 0, 0
83, 42, 158, 0, 0, 0, 0, 0, 0
84, 42, 158, 0, 0, 0, 0, 0, 0
85, 42, 158, 0, 0, 0, 0, 0, 0
86, 42, 158, 0, 0, 0, 0, 0, 0
87, 42, 158, 0, 0, 0, 0, 0, 0
88, 42, 158, 0, 0, 0, 0, 0, 0
89, 42, 158, 0, 0, 0, 0, 0, 0
90, 42, 158, 0, 0, 0, 0, 0, 0
91, 42, 158, 0, 0, 0, 0, 0, 0
92, 42, 158, 0, 0, 0, 0, 0, 0
93, 42, 158, 0, 0, 0, 0, 0, 0
94, 42, 158, 0, 0, 0, 0, 0, 0
95, 42, 158, 0, 0, 0, 0, 0, 0
96, 42, 158, 0, 0, 0, 0, 0, 0
97, 42, 158, 0, 0, 0, 0, 0, 0
98, 42, 158, 0, 0, 0, 0, 0, 0
99, 42, 158, 0, 0, 0, 0, 0, 0
100, 42, 158, 0, 0, 0, 0, 0, 0
101, 42, 158, 0, 0, 0, 0, 0, 0
102, 42, 158, 0, 0, 0, 0, 0, 0
103, 42, 158, 0, 0, 0, 0, 0, 0
104, 42, 158, 0, 0, 0, 0, 0, 0
105, 42, 158, 0, 0, 0, 0, 0, 0
106, 42, 158, 0, 0, 0, 0, 0, 0
107, 42, 158, 0, 0, 0, 0, 0, 0
108, 42, 158, 0, 0, 0, 0, 0, 0
109, 42, 158, 0, 0, 0, 0, 0, 0
110, 42, 158, 0, 0, 0, 0, 0, 0
111, 42, 158, 0, 0, 0, 0, 0, 0
112, 42, 158, 0, 0, 0, 0, 0, 0
113, 42, 158, 0, 0, 0, 0, 0, 0
114, 42, 158, 0, 0, 0, 0, 0, 0
115, 42, 158, 0, 0, 0, 0, 0, 0
116, 42, 158, 0, 0, 0, 0, 0, 0
117, 42, 158, 0, 0, 0, 0, 0, 0
118, 42, 158, 0, 0, 0, 0, 0, 0
119, 42, 158, 0, 0, 0, 0, 0, 0
120, 42, 158, 0, 0, 0, 0, 0, 0
121, 42, 158, 0, 0, 0, 0, 0, 0
122, 42, 158, 0, 0, 0, 0, 0, 0
123, 42, 158, 0, 0, 0, 0, 0, 0
124, 42, 158, 0, 0, 0, 0, 0, 0
125, 42, 158, 0, 0, 0, 0, 0, 0
126, 42, 158, 0, 0, 0, 0, 0, 0
127, 42, 158, 0, 0, 0, 0, 0, 0
128, 42, 158, 0, 0, 0, 0, 0, 0
129, 42, 158, 0, 0, 0, 0, 0, 0
130, 42, 158, 0, 0, 0, 0, 0, 0
131, 42, 158, 0, 0, 0, 0, 0, 0
132, 42, 158, 0, 0, 0, 0, 0, 0
133, 42, 158, 0, 0, 0, 0, 0, 0
134, 42, 158, 0, 0, 0, 0, 0, 0
135, 42, 158, 0, 0, 0, 0, 0, 0
136, 42, 158, 0, 0, 0, 0, 0, 0
137, 42, 158, 0, 0, 0, 0, 0, 0
138, 42, 158, 0, 0, 0, 0, 0, 0
139, 42, 158, 0, 0, 0, 0, 0, 0
140, 42, 158, 0, 0, 0, 0, 0, 0
141, 42, 158, 0, 0, 0, 0, 0, 0
142, 42, 158, 0, 0, 0, 0, 0, 0
143, 42, 158, 0, 0, 0, 0, 0, 0
144, 42, 158, 0, 0, 0, 0, 0, 0
145, 42, 158, 0, 0, 0, 0, 0, 0
146, 42, 158, 0, 0, 0, 0, 0, 0
147, 42, 158, 0, 0, 0, 0, 0, 0
148, 42, 158, 0, 0, 0, 0, 0, 0
149, 42, 158, 0, 0, 0, 0, 0, 0
150, 42, 158, 0, 0, 0, 0, 0, 0
151, 42, 158, 0, 0, 0, 0, 0, 0
152, 42, 158, 0, 0, 0, 0, 0, 0
153, 42, 158, 0, 0, 0, 0, 0, 0
154, 42, 158, 0, 0, 0, 0, 0, 0
155, 42, 158, 0, 0, 0, 0, 0, 0
156, 42, 158, 0, 0, 0, 0, 0, 0
157, 42, 158, 0, 0, 0, 0, 0, 0
158, 42, 158, 0, 0, 0, 0, 0, 0
159, 42, 158, 0, 0, 0, 0, 0, 0
160, 41, 158, 0, 0, 0, 1, 0, 0
161, 41, 158, 0, 0, 0, 1, 0, 0
162, 41, 158, 0, 0, 0, 1, 0, 0
163, 41, 158, 0, 0, 0, 1, 0, 0
164, 41, 158, 0, 0, 0, 1, 0, 0
165, 41, 158, 0, 0, 0, 1, 0, 0
166, 41, 158, 0, 0, 0, 1, 0, 0
167, 41, 158, 0, 0, 0, 1, 0, 0
168, 41, 158, 0, 0, 0, 1, 0, 0
169, 41, 158, 0, 0, 0, 1, 0, 0
170, 41, 158, 0, 0, 0, 1, 0, 0
171, 41, 158, 0, 0, 0, 1, 0, 0
172, 41, 158, 0, 0, 0, 1, 0, 0
173, 41, 158, 0, 0, 0, 1, 0, 0
174, 41, 158, 0, 0, 0, 1, 0, 0
175, 41, 158, 0, 0, 0, 1, 0, 0
176, 41, 158, 0, 0, 0, 1, 0, 0
177, 41, 158, 0, 0, 0, 1, 0, 0
178, 41, 158, 0, 0, 0, 1, 0, 0
179, 41, 158, 0, 0, 0, 1, 0, 0
180, 41, 158, 0, 0, 0, 1, 0, 0
181, 41, 158, 0, 0, 0, 1, 0, 0
182, 41, 158, 0, 0, 0, 1, 0, 0
183, 41, 158, 0, 0, 0, 1, 0, 0
184, 41, 158, 0, 0, 0, 1, 0, 0
185, 41, 158, 0, 0, 0, 1, 0, 0
186, 41, 158, 0, 0, 0, 1, 0, 0
187, 41, 158, 0, 0, 0, 1, 0, 0
188, 41, 158, 0, 0, 0, 1, 0, 0
189, 41, 158, 0, 0, 0, 1, 0, 0
190, 41, 158, 0, 0, 0, 1, 0, 0
191, 41, 158, 0, 0, 0, 1, 0, 0
192, 41, 158, 0, 0, 0, 1, 0, 0
193, 41, 158, 0, 0, 0, 1, 0, 0
194, 41, 158, 0, 0, 0, 1, 0, 0
195, 41, 158, 0, 0, 0, 1, 0, 0
196, 41, 158, 0, 0, 0, 1, 0, 0
197, 41, 158, 0, 0, 0, 1, 0, 0
198, 41, 158, 0, 0, 0, 1, 0, 0
199, 41, 158, 0, 0, 0, 1, 0, 0
200, 41, 158, 0, 0, 0, 1, 0, 0
201, 41, 158, 0, 0, 0, 1, 0, 0
202, 41, 158, 0, 0, 0, 1, 0, 0
203, 41, 158, 0, 0, 0, 1, 0, 0
204, 41, 158, 0, 0, 0, 1, 0, 0
205, 41, 158, 0, 0, 0, 1, 0, 0
206, 41, 158, 0, 0, 0, 1, 0, 0
207, 41, 158, 0, 0, 0, 1, 0, 0
208, 41, 158, 0, 0, 0, 1, 0, 0
209, 41, 158, 0, 0, 0, 1, 0, 0
210, 41, 158, 0, 0, 0, 1, 0, 0
211, 41, 158, 0, 0, 0, 1, 0, 0
212, 41, 158, 0, 0, 0, 1, 0, 0
213, 41, 158, 0, 0, 0, 1, 0, 0
214, 41, 158, 0, 0, 0, 1, 0, 0
215, 41, 158, 0, 0, 0, 1, 0, 0
216, 41, 158, 0, 0, 0, 1, 0, 0
217, 40, 158, 0, 0, 0, 2, 0, 0
218, 40, 158, 0, 0, 0, 2, 0, 0
219, 40, 158, 0, 0, 0, 2, 0, 0
220, 40, 158, 0, 0, 0, 2, 0, 0
221, 41, 158, 0, 0, 0, 1, 0, 0
222, 41, 158, 0, 0, 0, 1, 0, 0
223, 41, 158, 0, 0, 0, 1, 0, 0
224, 41, 158, 0, 0, 0, 1, 0, 0
225, 41, 158, 0, 0, 0, 1, 0, 0
226, 41, 158, 0, 0, 0, 1, 0, 0
227, 41, 158, 0, 0, 0, 1, 0, 0
228, 41, 158, 0, 0, 0, 1, 0, 0
229, 41, 158, 0, 0, 0, 1, 0, 0
230, 40, 158, 0, 0, 0, 2, 0, 0
231, 40, 158, 0, 0, 0, 2, 0, 0
232, 40, 158, 0, 0, 0, 2, 0, 0
233, 40, 158, 0, 0, 0, 2, 0, 0
234, 40, 158, 0, 0, 0, 2, 0, 0
235, 40, 158, 0, 0, 0, 2, 0, 0
236, 40, 158, 0, 0, 0, 2, 0, 0
237, 40, 158, 0, 0, 0, 2, 0, 0
238, 40, 158, 0, 0, 0, 2, 0, 0
239, 40, 158, 0, 0, 0, 2, 0, 0
240, 39, 158, 0, 0, 0, 3, 0, 0
241, 39, 158, 0, 0, 0, 3, 0, 0
242, 39, 158, 0, 0, 0, 3, 0, 0
243, 39, 158, 0, 0, 0, 3, 0, 0
244, 39, 158, 0, 0, 0, 3, 0, 0
245, 39, 158, 0, 0, 0, 3, 0, 0
246, 39, 158, 0, 0, 0, 3, 0, 0
247, 39, 158, 0, 0, 0, 3, 0, 0
248, 39, 158, 0, 0, 0, 3, 0, 0
249, 39, 158, 0, 0, 0, 3, 0, 0
250, 39, 158, 0, 0, 0, 3, 0, 0
251, 39, 158, 0, 0, 0, 3, 0, 0
252, 39, 158, 0, 0, 0, 3, 0, 0
253, 39, 158, 0, 0, 0, 3, 0, 0
254, 39, 158, 0, 0, 0, 3, 0, 0
255, 39, 158, 0, 0, 0, 3, 0, 0
256, 39, 158, 0, 0, 0, 3, 0, 0
257, 39, 158, 0, 0, 0, 3, 0, 0
258, 39, 158, 0, 0, 0, 3, 0, 0
259, 39, 158, 0, 0, 0, 3, 0, 0
260, 39, 158, 0, 0, 0, 3, 0, 0
261, 39, 158, 0, 0, 0, 3, 0, 0
262, 39, 158, 0, 0, 0, 3, 0, 0
263, 39, 158, 0, 0, 0, 3, 0, 0
264, 39, 158, 0, 0, 0, 3, 0, 0
265, 39, 158, 0, 0, 0, 3, 0, 0
266, 39, 158, 0, 0, 0, 3, 0, 0
267, 39, 158, 0, 0, 0, 3, 0, 0
268, 39, 158, 0, 0, 0, 3, 0, 0
269, 39, 158, 0, 0, 0, 3, 0, 0
270, 39, 158, 0, 0, 0, 3, 0, 0
271, 39, 158, 0, 0, 0, 3, 0, 0
272, 39, 158, 0, 0, 0, 3, 0, 0
273, 39, 158, 0, 0, 0, 3, 0, 0
274, 39, 158, 0, 0, 0, 3, 0, 0
275, 39, 158, 0, 0, 0, 3, 0, 0
276, 39, 158, 0, 0, 0, 3, 0, 0
277, 39, 158, 0, 0, 0, 3, 0, 0
278, 39, 158, 0, 0, 0, 2, 0, 1
279, 39, 158, 0, 0, 0, 2, 0, 1
280, 39, 158, 0, 0, 0, 2, 0, 1
281, 39, 158, 0, 0, 0, 2, 0, 1
282, 39, 158, 0, 0, 0, 2, 0, 1
283, 39, 158, 0, 0, 0, 2, 0, 1
284, 39, 158, 0, 0, 0, 2, 0, 1
285, 39, 158, 0, 0, 0, 2, 0, 1
286, 39, 158, 0, 0, 0, 2, 0, 1
287, 39, 158, 0, 0, 0, 2, 0, 1
288, 39, 158, 0, 0, 0, 2, 0, 1
289, 39, 158, 0, 0, 0, 2, 0, 1
290, 39, 158, 0, 0, 0, 2, 0, 1
291, 39, 158, 0, 0, 0, 1, 0, 2
292, 39, 158, 0, 0, 0, 1, 0, 2
293, 39, 158, 0, 0, 0, 1, 0, 2
294, 39, 158, 0, 0, 0, 1, 0, 2
295, 39, 158, 0, 0, 0, 1, 0, 2
296, 39, 158, 0, 0, 0, 1, 0, 2
297, 39, 158, 0, 0, 0, 1, 0, 2
298, 39, 158, 0, 0, 0, 1, 0, 2
299, 39, 158, 0, 0, 0, 1, 0, 2
300, 39, 158, 0, 0, 0, 1, 0, 2
301, 38, 158, 0, 0, 1, 0, 0, 3
302, 38, 158, 0, 0, 1, 0, 0, 3
303, 38, 158, 0, 0, 1, 0, 0, 3
304, 38, 158, 0, 0, 1, 0, 0, 3
305, 38, 158, 0, 0, 1, 0, 0, 3
306, 38, 158, 0, 0, 1, 0, 0, 3
307, 38, 158, 0, 0, 1, 0, 0, 3
308, 38, 158, 0, 0, 1, 0, 0, 3
309, 38, 158, 0, 0, 1, 0, 0, 3
310, 38, 158, 0, 0, 1, 0, 0, 3
311, 37, 158, 0, 0, 1, 1, 0, 3
312, 37, 158, 0, 0, 1, 1, 0, 3
313, 37, 158, 0, 0, 1, 1, 0, 3
314, 37, 158, 0, 0, 1, 1, 0, 3
315, 37, 158, 0, 0, 1, 1, 0, 3
316, 37, 158, 0, 0, 1, 1, 0, 3
317, 37, 158, 0, 0, 1, 1, 0, 3
318, 37, 158, 0, 0, 1, 1, 0, 3
319, 37, 158, 0, 0, 1, 1, 0, 3
320, 37, 158, 0, 0, 1, 1, 0, 3
321, 37, 158, 0, 0, 1, 1, 0, 3
322, 37, 158, 0, 0, 1, 1, 0, 3
323, 37, 158, 0, 0, 1, 1, 0, 3
324, 37, 158, 0, 0, 1, 1, 0, 3
325, 37, 158, 0, 0, 1, 1, 0, 3
326, 37, 158, 0, 0, 1, 1, 0, 3
327, 37, 158, 0, 0, 1, 1, 0, 3
328, 37, 158, 0, 0, 1, 1, 0, 3
329, 37, 158, 0, 0, 1, 1, 0, 3
330, 37, 158, 0, 0, 1, 1, 0, 3
331, 37, 158, 0, 0, 1, 1, 0, 3
332, 37, 158, 0, 0, 1, 1, 0, 3
333, 37, 158, 0, 0, 1, 1, 0, 3
334, 37, 158, 0, 0, 1, 1, 0, 3
335, 37, 158, 0, 0, 1, 1, 0, 3
336, 37, 158, 0, 0, 1, 1, 0, 3
337, 36, 158, 0, 0, 1, 2, 0, 3
338, 36, 158, 0, 0, 1, 2, 0, 3
339, 35, 158, 0, 0, 1, 3, 0, 3
340, 35, 158, 0, 0, 1, 3, 0, 3
341, 35, 158, 0, 0, 1, 3, 0, 3
342, 35, 158, 0, 0, 1, 3, 0, 3
343, 35, 158, 0, 0, 1, 3, 0, 3
344, 35, 158, 0, 0, 1, 3, 0, 3
345, 35, 158, 0, 0, 1, 3, 0, 3
346, 35, 158, 0, 0, 1, 3, 0, 3
347, 35, 158, 0, 0, 1, 3, 0, 3
348, 35, 158, 0, 0, 1, 3, 0, 3
349, 35, 158, 0, 0, 1, 3, 0, 3
350, 35, 158, 0, 0, 1, 3, 0, 3
351, 35, 158, 0, 0, 1, 3, 0, 3
352, 35, 158, 0, 0, 1, 3, 0, 3
353, 35, 158, 0, 0, 1, 3, 0, 3
354, 35, 158, 0, 0, 1, 3, 0, 3
355, 35, 158, 0, 0, 1, 3, 0, 3
356, 35, 158, 0, 0, 1, 3, 0, 3
357, 35, 158, 0, 0, 1, 3, 0, 3
358, 35, 158, 0, 0, 1, 3, 0, 3
359, 35, 158, 0, 0, 1, 3, 0, 3
360, 35, 158, 0, 0, 1, 3, 0, 3
361, 35, 158, 0, 0, 1, 3, 0, 3
362, 35, 158, 0, 0, 0, 3, 1, 3
363, 35, 158, 0, 0, 0, 3, 1, 3
364, 35, 158, 0, 0, 0, 3, 1, 3
365, 35, 158, 0, 0, 0, 3, 1, 3
366, 35, 158, 0, 0, 0, 3, 1, 3
367, 35, 158, 0, 0, 0, 3, 1, 3
368, 35, 158, 0, 0, 0, 3, 1, 3
369, 35, 158, 0, 0, 0, 3, 1, 3
370, 35, 158, 0, 0, 0, 3, 1, 3
371, 35, 158, 0, 0, 0, 3, 1, 3
372, 35, 158, 0, 0, 0, 2, 1, 4
373, 35, 158, 0, 0, 0, 2, 1, 4
374, 35, 158, 0, 0, 0, 2, 1, 4
375, 35, 158, 0, 0, 0, 2, 1, 4
376, 35, 158, 0, 0, 0, 2, 1, 4
377, 35, 158, 0, 0, 0, 2, 1, 4
378, 35, 158, 0, 0, 0, 2, 1, 4
379, 35, 158, 0, 0, 0, 2, 1, 4
380, 35, 158, 0, 0, 0, 2, 1, 4
381, 35, 158, 0, 0, 0, 2, 1, 4
382, 35, 158, 0, 0, 0, 2, 1, 4
383, 35, 158, 0, 0, 0, 2, 1, 4
384, 35, 158, 0, 0, 0, 2, 1, 4
385, 35, 158, 0, 0, 0, 2, 1, 4
386, 35, 158, 0, 0, 0, 2, 1, 4
387, 35, 158, 0, 0, 0, 2, 1, 4
388, 35, 158, 0, 0, 0, 2, 1, 4
389, 34, 158, 0, 0, 1, 2, 1, 4
390, 34, 158, 0, 0, 1, 2, 1, 4
391, 34, 158, 0, 0, 1, 2, 1, 4
392, 34, 158, 0, 0, 1, 2, 1, 4
393, 34, 157, 0, 0, 1, 3, 1, 4
394, 34, 157, 0, 0, 1, 3, 1, 4
395, 34, 157, 0, 0, 1, 3, 1, 4
396, 34, 157, 0, 0, 1, 3, 1, 4
397, 34, 157, 0, 0, 1, 3, 1, 4
398, 34, 157, 0, 0, 1, 2, 1, 5
399, 34, 157, 0, 0, 1, 2, 1, 5
400, 34, 157, 0, 0, 1, 1, 1, 6
401, 34, 157, 0, 0, 1, 1, 1, 6
402, 34, 157, 0, 0, 1, 1, 1, 6
403, 34, 157, 0, 0, 1, 1, 1, 6
404, 34, 157, 0, 0, 1, 1, 1, 6
405, 34, 157, 0, 0, 1, 1, 1, 6
406, 34, 157, 0, 0, 1, 1, 1, 6
407, 34, 157, 0, 0, 1, 1, 1, 6
408, 34, 157, 0, 0, 1, 1, 1, 6
409, 34, 157, 0, 0, 1, 1, 1, 6
410, 34, 157, 0, 0, 1, 1, 1, 6
411, 34, 157, 0, 0, 1, 1, 1, 6
412, 34, 157, 0, 0, 1, 1, 1, 6
413, 34, 157, 0, 0, 1, 1, 1, 6
414, 33, 157, 0, 0, 1, 2, 1, 6
415, 33, 157, 0, 0, 1, 2, 1, 6
416, 33, 157, 0, 0, 1, 2, 1, 6
417, 33, 157, 0, 0, 1, 2, 1, 6
418, 33, 156, 0, 0, 1, 3, 1, 6
419, 33, 156, 0, 0, 1, 3, 1, 6
420, 33, 156, 0, 0, 1, 3, 1, 6
421, 33, 156, 0, 0, 1, 3, 1, 6
422, 33, 156, 0, 0, 1, 3, 1, 6
423, 33, 156, 0, 0, 1, 3, 1, 6
424, 33, 156, 0, 0, 1, 3, 1, 6
425, 33, 156, 0, 0, 1, 3, 1, 6
426, 33, 156, 0, 0, 1, 3, 1, 6
427, 33, 156, 0, 0, 1, 3, 1, 6
428, 33, 156, 0, 0, 1, 3, 1, 6
429, 33, 156, 0, 0, 1, 3, 1, 6
430, 31, 156, 0, 0, 1, 5, 1, 6
431, 31, 156, 0, 0, 1, 5, 1, 6
432, 31, 156, 0, 0, 1, 5, 1, 6
433, 31, 156, 0, 0, 1, 5, 1, 6
434, 30, 156, 0, 0, 2, 5, 1, 6
435, 30, 156, 0, 0, 2, 5, 1, 6
436, 30, 156, 0, 0, 2, 5, 1, 6
437, 30, 156, 0, 0, 2, 5, 1, 6
438, 30, 156, 0, 0, 2, 5, 1, 6
439, 30, 156, 0, 0, 2, 5, 1, 6
440, 30, 156, 0, 0, 2, 5, 1, 6
441, 30, 156, 0, 0, 2, 5, 1, 6
442, 30, 155, 0, 0, 2, 6, 1, 6
443, 30, 155, 0, 0, 2, 6, 1, 6
444, 30, 155, 0, 0, 2, 6, 1, 6
445, 30, 155, 0, 0, 2, 6, 1, 6
446, 30, 155, 0, 0, 2, 7, 1, 5
447, 30, 155, 0, 0, 2, 7, 1, 5
448, 30, 155, 0, 0, 2, 7, 1, 5
449, 30, 155, 0, 0, 1, 7, 2, 5
450, 30, 155, 0, 0, 1, 7, 2, 5
451, 30, 155, 0, 0, 1, 7, 2, 5
452, 30, 155, 0, 0, 1, 7, 2, 5
453, 30, 155, 0, 0, 1, 7, 2, 5
454, 30, 155, 0, 0, 1, 6, 2, 6
455, 30, 155, 0, 0, 1, 6, 2, 6
456, 30, 155, 0, 0, 1, 6, 2, 6
457, 30, 155, 0, 0, 1, 6, 2, 6
458, 30, 155, 0, 0, 1, 6, 2, 6
459, 30, 155, 0, 0, 1, 6, 2, 6
460, 30, 155, 0, 0, 1, 6, 2, 6
461, 30, 155, 0, 0, 1, 6, 2, 6
462, 30, 155, 0, 0, 1, 6, 2, 6
463, 30, 155, 0, 0, 1, 6, 2, 6
464, 30, 155, 0, 0, 1, 6, 2, 6
465, 30, 155, 0, 0, 1, 6, 2, 6
466, 30, 155, 0, 0, 1, 6, 2, 6
467, 30, 155, 0, 0, 1, 6, 2, 6
468, 30, 155, 0, 0, 1, 6, 2, 6
469, 30, 155, 0, 0, 1, 6, 2, 6
470, 29, 155, 0, 0, 3, 6, 1, 6
471, 29, 155, 0, 0, 3, 6, 1, 6
472, 29, 155, 0, 0, 3, 6, 1, 6
473, 29, 155, 0, 0, 3, 6, 1, 6
474, 29, 155, 0, 0, 3, 6, 1, 6
475, 29, 155, 0, 0, 3, 5, 1, 7
476, 29, 155, 0, 0, 3, 5, 1, 7
477, 29, 155, 0, 0, 3, 5, 1, 7
478, 29, 155, 0, 0, 3, 5, 1, 7
479, 29, 155, 0, 0, 3, 4, 1, 8
480, 29, 155, 0, 0, 3, 4, 1, 8
481, 29, 155, 0, 0, 3, 4, 1, 8
482, 29, 155, 0, 0, 3, 4, 1, 8
483, 29, 155, 0, 0, 3, 4, 1, 8
484, 29, 155, 0, 0, 3, 4, 1, 8
485, 29, 155, 0, 0, 3, 4, 1, 8
486, 29, 155, 0, 0, 3, 4, 1, 8
487, 29, 155, 0, 0, 3, 4, 1, 8
488, 29, 155, 0, 0, 3, 4, 1, 8
489, 29, 155, 0, 0, 3, 4, 1, 8
490, 28, 154, 0, 0, 3, 6, 1, 8
491, 28, 154, 0, 0, 3, 4, 1, 10
492, 28, 154, 0, 0, 3, 4, 1, 10
493, 28, 154, 0, 0, 3, 4, 1, 10
494, 28, 154, 0, 0, 3, 4, 1, 10
495, 28, 154, 0, 0, 2, 5, 2, 9
496, 28, 154, 0, 0, 2, 5, 2, 9
497, 28, 154, 0, 0, 2, 5, 2, 9
498, 28, 154, 0, 0, 2, 5, 2, 9
499, 28, 154, 0, 0, 2, 5, 2, 9
500, 28, 154, 0, 0, 2, 5, 2, 9
501, 28, 154, 0, 0, 2, 5, 2, 9
502, 28, 154, 0, 0, 2, 5, 2, 9
503, 28, 154, 0, 0, 2, 4, 2, 10
504, 28, 154, 0, 0, 2, 4, 2, 10
505, 28, 154, 0, 0, 2, 4, 2, 10
506, 28, 154, 0, 0, 2, 4, 2, 10
507, 28, 154, 0, 0, 2, 3, 2, 11
508, 28, 154, 0, 0, 2, 3, 2, 11
509, 28, 154, 0, 0, 2, 3, 2, 11
510, 28, 154, 0, 0, 2, 3, 2, 11
511, 28, 154, 0, 0, 2, 3, 2, 11
512, 28, 154, 0, 0, 2, 3, 2, 11
513, 27, 154, 0, 0, 3, 3, 2, 11
514, 26, 153, 0, 0, 3, 5, 2, 11
515, 26, 153, 0, 0, 3, 5, 2, 11
516, 26, 153, 0, 0, 3, 5, 2, 11
517, 26, 153, 0, 0, 3, 5, 2, 11
518, 26, 153, 0, 0, 3, 5, 2, 11
519, 26, 153, 0, 0, 3, 5, 2, 11
520, 26, 153, 0, 0, 3, 5, 2, 11
521, 26, 153, 0, 0, 3, 5, 2, 11
522, 25, 153, 0, 0, 4, 5, 2, 11
523, 25, 153, 0, 0, 4, 5, 2, 11
524, 25, 153, 0, 0, 4, 5, 2, 11
525, 25, 153, 0, 0, 4, 5, 2, 11
526, 25, 153, 0, 0, 4, 5, 2, 11
527, 25, 153, 0, 0, 4, 5, 2, 11
528, 25, 153, 0, 0, 4, 5, 2, 11
529, 25, 153, 0, 0, 4, 5, 2, 11
530, 25, 153, 0, 0, 3, 5, 3, 11
531, 25, 153, 0, 0, 2, 5, 4, 11
532, 25, 153, 0, 0, 2, 5, 4, 11
533, 25, 153, 0, 0, 2, 5, 4, 11
534, 25, 153, 0, 0, 2, 5, 4, 11
535, 25, 153, 0, 0, 2, 5, 4, 11
536, 25, 153, 0, 0, 2, 5, 4, 11
537, 25, 153, 0, 0, 2, 5, 4, 11
