T, S, P0, P1, P2, A1, A2, R1, R2
55, 42, 158, 0, 0, 0, 0, 0, 0
56, 42, 158, 0, 0, 0, 0, 0, 0
57, 42, 158, 0, 0, 0, 0, 0, 0
58, 42, 158, 0, 0, 0, 0, 0, 0
59, 42, 158, 0, 0, 0, 0, 0, 0
60, 42, 158, 0, 0, 0, 0, 0, 0
61, 42, 158, 0, 0, 0, 0, 0, 0
62, 42, 158, 0, 0, 0, 0, 0, 0
63, 42, 158, 0, 0, 0, 0, 0, 0
64, 42, 158, 0, 0, 0, 0, 0, 0
65, 42, 158, 0, 0, 0, 0, 0, 0
66, 42, 158, 0, 0, 0, 0, 0, 0
67, 42, 158, 0, 0, 0, 0, 0, 0
68, 42, 158, 0, 0, 0, 0, 0, 0
69, 42, 158, 0, 0, 0, 0, 0, 0
70, 42, 158, 0, 0, 0, 0, 0, 0
71, 42, 158, 0, 0, 0, 0, 0, 0
72, 42, 158, 0, 0, 0, 0, 0, 0
73, 42, 158, 0, 0, 0, 0, 0, 0
74, 42, 158, 0, 0, 0, 0, 0, 0
75, 42, 158, 0, 0, 0, 0, 0, 0
76, 42, 158, 0, 0, 0, 0, 0, 0
77, 42, 158, 0, 0, 0, 0, 0, 0
78, 42, 158, 0, 0, 0, 0, 0, 0
79, 42, 158, 0, 0, 0, 0, 0, 0
80, 42, 158, 0, 0, 0, 0, 0, 0
81, 42, 158, 0, 0, 0, 0, 0, 0
82, 42, 158, 0, 0, 0, 0, 0, 0
83, 42, 158, 0, 0, 0, 0, 0, 0
84, 42, 158, 0, 0, 0, 0, 0, 0
85, 42, 158, 0, 0, 0, 0, 0, 0
86, 42, 158, 0, 0, 0, 0, 0, 0
87, 42, 158, 0, 0, 0, 0, 0, 0
88, 42, 158, 0, 0, 0, 0, 0, 0
89, 42, 158, 0, 0, 0, 0, 0, 0
90, 42, 158, 0, 0, 0, 0, 0, 0
91, 42, 158, 0, 0, 0, 0, 0, 0
92, 42, 158, 0, 0, 0, 0, 0, 0
93, 41, 158, 0, 0, 0, 1, 0, 0
94, 41, 158, 0, 0, 0, 1, 0, 0
95, 41, 158, 0, 0, 0, 1, 0, 0
96, 41, 158, 0, 0, 0, 1, 0, 0
97, 41, 158, 0, 0, 0, 1, 0, 0
98, 41, 158, 0, 0, 0, 1, 0, 0
99, 41, 158, 0, 0, 0, 1, 0, 0
100, 41, 158, 0, 0, 0, 1, 0, 0
101, 41, 158, 0, 0, 0, 1, 0, 0
102, 41, 158, 0, 0, 0, 1, 0, 0
103, 41, 158, 0, 0, 0, 1, 0, 0
104, 41, 158, 0, 0, 0, 1, 0, 0
105, 41, 158, 0, 0, 0, 1, 0, 0
106, 41, 158, 0, 0, 0, 1, 0, 0
107, 41, 158, 0, 0, 0, 1, 0, 0
108, 41, 158, 0, 0, 0, 1, 0, 0
109, 41, 158, 0, 0, 0, 1, 0, 0
110, 41, 158, 0, 0, 0, 1, 0, 0
111, 41, 158, 0, 0, 0, 1, 0, 0
112, 41, 158, 0, 0, 0, 1, 0, 0
113, 41, 158, 0, 0, 0, 1, 0, 0
114, 41, 158, 0, 0, 0, 1, 0, 0
115, 41, 158, 0, 0, 0, 1, 0, 0
116, 41, 158, 0, 0, 0, 1, 0, 0
117, 41, 158, 0, 0, 0, 1, 0, 0
118, 41, 158, 0, 0, 0, 1, 0, 0
119, 41, 158, 0, 0, 0, 1, 0, 0
120, 41, 158, 0, 0, 0, 1, 0, 0
121, 41, 158, 0, 0, 0, 1, 0, 0
122, 41, 158, 0, 0, 0, 1, 0, 0
123, 41, 158, 0, 0, 0, 1, 0, 0
124, 41, 158, 0, 0, 0, 1, 0, 0
125, 41, 158, 0, 0, 0, 1, 0, 0
126, 41, 158, 0, 0, 0, 1, 0, 0
127, 41, 158, 0, 0, 0, 1, 0, 0
128, 41, 158, 0, 0, 0, 1, 0, 0
129, 41, 158, 0, 0, 0, 1, 0, 0
130, 41, 158, 0, 0, 0, 1, 0, 0
131, 41, 158, 0, 0, 0, 1, 0, 0
132, 41, 158, 0, 0, 0, 1, 0, 0
133, 41, 158, 0, 0, 0, 1, 0, 0
134, 41, 158, 0, 0, 0, 1, 0, 0
135, 41, 158, 0, 0, 0, 1, 0, 0
136, 41, 158, 0, 0, 0, 1, 0, 0
137, 41, 158, 0, 0, 0, 1, 0, 0
138, 41, 158, 0, 0, 0, 1, 0, 0
139, 41, 158, 0, 0, 0, 1, 0, 0
140, 41, 158, 0, 0, 0, 1, 0, 0
141, 41, 158, 0, 0, 0, 1, 0, 0
142, 41, 158, 0, 0, 0, 1, 0, 0
143, 41, 158, 0, 0, 0, 1, 0, 0
144, 41, 158, 0, 0, 0, 1, 0, 0
145, 41, 158, 0, 0, 0, 1, 0, 0
146, 41, 158, 0, 0, 0, 1, 0, 0
147, 41, 158, 0, 0, 0, 1, 0, 0
148, 41, 158, 0, 0, 0, 1, 0, 0
149, 41, 158, 0, 0, 0, 1, 0, 0
150, 41, 158, 0, 0, 0, 1, 0, 0
151, 41, 158, 0, 0, 0, 1, 0, 0
152, 41, 158, 0, 0, 0, 1, 0, 0
153, 41, 158, 0, 0, 0, 1, 0, 0
154, 41, 158, 0, 0, 0, 0, 0, 1
155, 41, 158, 0, 0, 0, 0, 0, 1
156, 41, 158, 0, 0, 0, 0, 0, 1
157, 41, 158, 0, 0, 0, 0, 0, 1
158, 41, 158, 0, 0, 0, 0, 0, 1
159, 41, 158, 0, 0, 0, 0, 0, 1
160, 41, 158, 0, 0, 0, 0, 0, 1
161, 41, 158, 0, 0, 0, 0, 0, 1
162, 41, 158, 0, 0, 0, 0, 0, 1
163, 41, 158, 0, 0, 0, 0, 0, 1
164, 41, 158, 0, 0, 0, 0, 0, 1
165, 41, 158, 0, 0, 0, 0, 0, 1
166, 41, 158, 0, 0, 0, 0, 0, 1
167, 41, 158, 0, 0, 0, 0, 0, 1
168, 41, 158, 0, 0, 0, 0, 0, 1
169, 41, 158, 0, 0, 0, 0, 0, 1
170, 41, 158, 0, 0, 0, 0, 0, 1
171, 41, 158, 0, 0, 0, 0, 0, 1
172, 41, 158, 0, 0, 0, 0, 0, 1
173, 41, 158, 0, 0, 0, 0, 0, 1
174, 41, 158, 0, 0, 0, 0, 0, 1
175, 41, 158, 0, 0, 0, 0, 0, 1
176, 41, 158, 0, 0, 0, 0, 0, 1
177, 41, 158, 0, 0, 0, 0, 0, 1
178, 41, 158, 0, 0, 0, 0, 0, 1
179, 41, 158, 0, 0, 0, 0, 0, 1
180, 41, 158, 0, 0, 0, 0, 0, 1
181, 41, 158, 0, 0, 0, 0, 0, 1
182, 41, 158, 0, 0, 0, 0, 0, 1
183, 41, 158, 0, 0, 0, 0, 0, 1
184, 41, 158, 0, 0, 0, 0, 0, 1
185, 41, 158, 0, 0, 0, 0, 0, 1
186, 41, 158, 0, 0, 0, 0, 0, 1
187, 41, 158, 0, 0, 0, 0, 0, 1
188, 41, 158, 0, 0, 0, 0, 0, 1
189, 41, 158, 0, 0, 0, 0, 0, 1
190, 40, 158, 0, 0, 1, 0, 0, 1
191, 39, 158, 0, 0, 2, 0, 0, 1
192, 39, 158, 0, 0, 2, 0, 0, 1
193, 39, 158, 0, 0, 2, 0, 0, 1
194, 39, 158, 0, 0, 2, 0, 0, 1
195, 39, 158, 0, 0, 2, 0, 0, 1
196, 39, 158, 0, 0, 2, 0, 0, 1
197, 39, 158, 0, 0, 2, 0, 0, 1
198, 39, 158, 0, 0, 2, 0, 0, 1
199, 39, 158, 0, 0, 2, 0, 0, 1
200, 39, 158, 0, 0, 2, 0, 0, 1
201, 39, 158, 0, 0, 2, 0, 0, 1
202, 39, 158, 0, 0, 2, 0, 0, 1
203, 39, 158, 0, 0, 2, 0, 0, 1
204, 39, 158, 0, 0, 2, 0, 0, 1
205, 39, 158, 0, 0, 2, 0, 0, 1
206, 39, 158, 0, 0, 2, 0, 0, 1
207, 39, 158, 0, 0, 2, 0, 0, 1
208, 39, 158, 0, 0, 2, 0, 0, 1
209, 39, 158, 0, 0, 2, 0, 0, 1
210, 39, 158, 0, 0, 2, 0, 0, 1
211, 39, 158, 0, 0, 2, 0, 0, 1
212, 39, 158, 0, 0, 2, 0, 0, 1
213, 39, 158, 0, 0, 2, 0, 0, 1
214, 39, 158, 0, 0, 2, 0, 0, 1
215, 39, 158, 0, 0, 2, 0, 0, 1
216, 39, 158, 0, 0, 2, 0, 0, 1
217, 39, 158, 0, 0, 2, 0, 0, 1
218, 39, 158, 0, 0, 2, 0, 0, 1
219, 39, 158, 0, 0, 2, 0, 0, 1
220, 39, 158, 0, 0, 2, 0, 0, 1
221, 39, 158, 0, 0, 2, 0, 0, 1
222, 39, 158, 0, 0, 2, 0, 0, 1
223, 39, 158, 0, 0, 2, 0, 0, 1
224, 39, 158, 0, 0, 2, 0, 0, 1
225, 39, 158, 0, 0, 2, 0, 0, 1
226, 39, 158, 0, 0, 2, 0, 0, 1
227, 39, 158, 0, 0, 2, 0, 0, 1
228, 39, 158, 0, 0, 2, 0, 0, 1
229, 39, 158, 0, 0, 2, 0, 0, 1
230, 38, 158, 0, 0, 2, 1, 0, 1
231, 38, 158, 0, 0, 2, 1, 0, 1
232, 38, 158, 0, 0, 2, 1, 0, 1
233, 38, 158, 0, 0, 2, 1, 0, 1
234, 38, 158, 0, 0, 2, 1, 0, 1
235, 38, 158, 0, 0, 2, 1, 0, 1
236, 38, 158, 0, 0, 2, 1, 0, 1
237, 37, 158, 0, 0, 2, 2, 0, 1
238, 37, 158, 0, 0, 2, 2, 0, 1
239, 37, 158, 0, 0, 2, 2, 0, 1
240, 37, 158, 0, 0, 2, 2, 0, 1
241, 37, 158, 0, 0, 2, 2, 0, 1
242, 37, 158, 0, 0, 2, 2, 0, 1
243, 37, 158, 0, 0, 2, 2, 0, 1
244, 37, 158, 0, 0, 2, 2, 0, 1
245, 37, 158, 0, 0, 2, 2, 0, 1
246, 37, 158, 0, 0, 2, 2, 0, 1
247, 37, 158, 0, 0, 2, 2, 0, 1
248, 37, 158, 0, 0, 2, 2, 0, 1
249, 37, 158, 0, 0, 2, 2, 0, 1
250, 37, 158, 0, 0, 2, 2, 0, 1
251, 37, 158, 0, 0, 1, 3, 0, 1
252, 37, 158, 0, 0, 0, 3, 1, 1
253, 37, 158, 0, 0, 0, 3, 1, 1
254, 37, 158, 0, 0, 0, 3, 1, 1
255, 37, 158, 0, 0, 0, 3, 1, 1
256, 37, 158, 0, 0, 0, 3, 1, 1
257, 37, 158, 0, 0, 0, 3, 1, 1
258, 37, 158, 0, 0, 0, 3, 1, 1
259, 37, 158, 0, 0, 0, 3, 1, 1
260, 37, 158, 0, 0, 0, 3, 1, 1
261, 37, 158, 0, 0, 0, 3, 1, 1
262, 37, 158, 0, 0, 0, 3, 1, 1
263, 37, 158, 0, 0, 0, 3, 1, 1
264, 37, 158, 0, 0, 0, 3, 1, 1
265, 37, 158, 0, 0, 0, 3, 1, 1
266, 37, 158, 0, 0, 0, 3, 1, 1
267, 37, 158, 0, 0, 0, 3, 1, 1
268, 37, 158, 0, 0, 0, 3, 1, 1
269, 37, 158, 0, 0, 0, 3, 1, 1
270, 37, 158, 0, 0, 0, 3, 1, 1
271, 36, 158, 0, 0, 1, 3, 1, 1
272, 36, 158, 0, 0, 1, 3, 1, 1
273, 36, 158, 0, 0, 1, 3, 1, 1
274, 36, 158, 0, 0, 1, 3, 1, 1
275, 36, 158, 0, 0, 1, 3, 1, 1
276, 36, 158, 0, 0, 1, 3, 1, 1
277, 36, 158, 0, 0, 1, 3, 1, 1
278, 36, 158, 0, 0, 1, 3, 1, 1
279, 36, 158, 0, 0, 1, 3, 1, 1
280, 36, 158, 0, 0, 1, 3, 1, 1
281, 36, 158, 0, 0, 1, 3, 1, 1
282, 35, 158, 0, 0, 2, 3, 1, 1
283, 35, 158, 0, 0, 2, 3, 1, 1
284, 35, 158, 0, 0, 2, 3, 1, 1
285, 35, 158, 0, 0, 2, 3, 1, 1
286, 35, 158, 0, 0, 2, 3, 1, 1
287, 35, 158, 0, 0, 2, 3, 1, 1
288, 35, 158, 0, 0, 2, 3, 1, 1
289, 35, 158, 0, 0, 2, 3, 1, 1
290, 35, 158, 0, 0, 2, 3, 1, 1
291, 35, 158, 0, 0, 2, 2, 1, 2
292, 35, 158, 0, 0, 2, 2, 1, 2
293, 35, 158, 0, 0, 2, 2, 1, 2
294, 35, 158, 0, 0, 2, 2, 1, 2
295, 35, 158, 0, 0, 2, 2, 1, 2
296, 35, 158, 0, 0, 2, 2, 1, 2
297, 35, 158, 0, 0, 2, 2, 1, 2
298, 35, 158, 0, 0, 2, 1, 1, 3
299, 35, 158, 0, 0, 2, 1, 1, 3
300, 35, 158, 0, 0, 2, 1, 1, 3
301, 35, 158, 0, 0, 2, 1, 1, 3
302, 35, 158, 0, 0, 2, 1, 1, 3
303, 35, 158, 0, 0, 2, 1, 1, 3
304, 35, 158, 0, 0, 2, 1, 1, 3
305, 35, 158, 0, 0, 2, 1, 1, 3
306, 35, 158, 0, 0, 2, 1, 1, 3
307, 35, 158, 0, 0, 2, 1, 1, 3
308, 35, 158, 0, 0, 2, 1, 1, 3
309, 35, 158, 0, 0, 2, 1, 1, 3
310, 35, 158, 0, 0, 2, 1, 1, 3
311, 35, 158, 0, 0, 2, 1, 1, 3
312, 35, 158, 0, 0, 2, 0, 1, 4
313, 35, 158, 0, 0, 2, 0, 1, 4
314, 35, 158, 0, 0, 2, 0, 1, 4
315, 35, 158, 0, 0, 2, 0, 1, 4
316, 35, 158, 0, 0, 2, 0, 1, 4
317, 35, 158, 0, 0, 2, 0, 1, 4
318, 35, 158, 0, 0, 2, 0, 1, 4
319, 35, 158, 0, 0, 2, 0, 1, 4
320, 35, 158, 0, 0, 2, 0, 1, 4
321, 35, 158, 0, 0, 2, 0, 1, 4
322, 35, 158, 0, 0, 2, 0, 1, 4
323, 35, 158, 0, 0, 2, 0, 1, 4
324, 35, 158, 0, 0, 2, 0, 1, 4
325, 35, 158, 0, 0, 2, 0, 1, 4
326, 35, 158, 0, 0, 2, 0, 1, 4
327, 35, 158, 0, 0, 2, 0, 1, 4
328, 35, 158, 0, 0, 2, 0, 1, 4
329, 35, 158, 0, 0, 2, 0, 1, 4
330, 34, 158, 0, 0, 2, 1, 1, 4
331, 34, 158, 0, 0, 2, 1, 1, 4
332, 34, 158, 0, 0, 1, 1, 2, 4
333, 34, 158, 0, 0, 1, 1, 2, 4
334, 34, 158, 0, 0, 1, 1, 2, 4
335, 34, 158, 0, 0, 1, 1, 2, 4
336, 34, 158, 0, 0, 1, 1, 2, 4
337, 34, 158, 0, 0, 1, 1, 2, 4
338, 34, 158, 0, 0, 1, 1, 2, 4
339, 33, 158, 0, 0, 2, 1, 2, 4
340, 32, 158, 0, 0, 3, 1, 2, 4
341, 32, 158, 0, 0, 3, 1, 2, 4
342, 32, 158, 0, 0, 3, 1, 2, 4
343, 32, 158, 0, 0, 2, 1, 3, 4
344, 32, 158, 0, 0, 2, 1, 3, 4
345, 32, 158, 0, 0, 2, 1, 3, 4
346, 32, 158, 0, 0, 2, 1, 3, 4
347, 32, 158, 0, 0, 2, 1, 3, 4
348, 32, 158, 0, 0, 2, 1, 3, 4
349, 32, 158, 0, 0, 2, 1, 3, 4
350, 32, 158, 0, 0, 2, 1, 3, 4
351, 32, 158, 0, 0, 2, 1, 3, 4
352, 32, 158, 0, 0, 2, 1, 3, 4
353, 32, 157, 0, 0, 2, 2, 3, 4
354, 32, 157, 0, 0, 2, 2, 3, 4
355, 32, 157, 0, 0, 2, 2, 3, 4
356, 32, 157, 0, 0, 2, 2, 3, 4
357, 32, 157, 0, 0, 2, 2, 3, 4
358, 32, 157, 0, 0, 2, 2, 3, 4
359, 32, 157, 0, 0, 2, 2, 3, 4
360, 32, 157, 0, 0, 2, 2, 3, 4
361, 32, 157, 0, 0, 2, 2, 3, 4
362, 32, 157, 0, 0, 2, 2, 3, 4
363, 32, 157, 0, 0, 2, 2, 3, 4
364, 32, 157, 0, 0, 2, 2, 3, 4
365, 32, 157, 0, 0, 2, 2, 3, 4
366, 32, 157, 0, 0, 2, 2, 3, 4
367, 32, 157, 0, 0, 2, 2, 3, 4
368, 32, 157, 0, 0, 2, 2, 3, 4
369, 32, 157, 0, 0, 2, 2, 3, 4
370, 32, 157, 0, 0, 2, 2, 3, 4
371, 32, 157, 0, 0, 2, 2, 3, 4
372, 32, 157, 0, 0, 2, 2, 3, 4
373, 32, 157, 0, 0, 2, 2, 3, 4
374, 32, 157, 0, 0, 2, 2, 3, 4
375, 32, 157, 0, 0, 2, 2, 3, 4
376, 32, 157, 0, 0, 2, 2, 3, 4
377, 32, 157, 0, 0, 2, 2, 3, 4
378, 32, 157, 0, 0, 2, 2, 3, 4
379, 32, 157, 0, 0, 2, 2, 3, 4
380, 31, 157, 0, 0, 3, 2, 3, 4
381, 31, 157, 0, 0, 3, 2, 3, 4
382, 31, 157, 0, 0, 3, 2, 3, 4
383, 31, 157, 0, 0, 3, 2, 3, 4
384, 31, 157, 0, 0, 3, 2, 3, 4
385, 31, 157, 0, 0, 3, 2, 3, 4
386, 31, 157, 0, 0, 3, 2, 3, 4
387, 31, 157, 0, 0, 3, 2, 3, 4
388, 31, 157, 0, 0, 3, 2, 3, 4
389, 31, 157, 0, 0, 3, 2, 3, 4
390, 31, 157, 0, 0, 3, 2, 3, 4
391, 31, 157, 0, 0, 3, 1, 3, 5
392, 31, 157, 0, 0, 3, 1, 3, 5
393, 31, 157, 0, 0, 3, 1, 3, 5
394, 31, 157, 0, 0, 3, 1, 3, 5
395, 31, 157, 0, 0, 3, 1, 3, 5
396, 31, 157, 0, 0, 3, 1, 3, 5
397, 31, 157, 0, 0, 3, 1, 3, 5
398, 31, 157, 0, 0, 3, 1, 3, 5
399, 31, 157, 0, 0, 3, 1, 3, 5
400, 31, 157, 0, 0, 2, 1, 4, 5
401, 31, 157, 0, 0, 1, 1, 5, 5
402, 31, 157, 0, 0, 1, 1, 4, 5
403, 31, 157, 0, 0, 1, 1, 4, 5
404, 31, 157, 0, 0, 1, 1, 4, 5
405, 31, 157, 0, 0, 1, 1, 4, 5
406, 31, 157, 0, 0, 1, 1, 4, 5
407, 31, 157, 0, 0, 1, 1, 4, 5
408, 31, 156, 0, 0, 1, 2, 4, 5
409, 31, 156, 0, 0, 1, 2, 4, 5
410, 31, 156, 0, 0, 1, 2, 4, 5
411, 31, 156, 0, 0, 1, 2, 4, 5
412, 31, 156, 0, 0, 1, 2, 4, 5
413, 31, 156, 0, 0, 1, 2, 4, 5
414, 30, 156, 0, 0, 1, 2, 4, 6
415, 30, 156, 0, 0, 1, 2, 4, 6
416, 30, 156, 0, 0, 1, 2, 4, 6
417, 30, 156, 0, 0, 1, 2, 4, 6
418, 30, 156, 0, 0, 1, 2, 4, 6
419, 30, 156, 0, 0, 1, 2, 4, 6
420, 30, 156, 0, 0, 1, 2, 4, 6
421, 30, 156, 0, 0, 1, 2, 4, 6
422, 30, 156, 0, 0, 1, 2, 4, 6
423, 30, 156, 0, 0, 1, 2, 4, 6
424, 30, 155, 0, 0, 2, 2, 4, 6
425, 30, 155, 0, 0, 2, 2, 4, 6
426, 30, 155, 0, 0, 2, 2, 4, 6
427, 30, 155, 0, 0, 2, 2, 4, 6
428, 30, 155, 0, 0, 2, 2, 4, 6
429, 30, 155, 0, 0, 2, 2, 4, 6
430, 30, 155, 0, 0, 2, 2, 4, 6
431, 30, 155, 0, 0, 2, 2, 4, 6
432, 30, 155, 0, 0, 2, 2, 4, 6
433, 30, 155, 0, 0, 2, 2, 4, 6
434, 30, 155, 0, 0, 2, 2, 4, 6
435, 30, 155, 0, 0, 2, 2, 4, 6
436, 30, 155, 0, 0, 2, 2, 4, 6
437, 29, 154, 0, 0, 2, 4, 4, 6
438, 29, 154, 0, 0, 2, 4, 4, 6
439, 29, 154, 0, 0, 2, 4, 4, 6
440, 29, 154, 0, 0, 2, 4, 4, 6
441, 29, 154, 0, 0, 1, 4, 5, 6
442, 28, 154, 0, 0, 1, 5, 5, 6
443, 28, 154, 0, 0, 1, 5, 5, 6
444, 28, 154, 0, 0, 1, 5, 4, 6
445, 28, 154, 0, 0, 1, 5, 4, 6
446, 28, 154, 0, 0, 1, 5, 4, 6
447, 28, 154, 0, 0, 1, 5, 4, 6
448, 28, 154, 0, 0, 1, 5, 4, 6
449, 28, 154, 0, 0, 1, 5, 4, 6
450, 28, 154, 0, 0, 1, 5, 4, 6
451, 27, 154, 0, 0, 1, 6, 4, 6
452, 27, 154, 0, 0, 1, 6, 4, 6
453, 27, 154, 0, 0, 1, 6, 4, 6
454, 27, 154, 0, 0, 1, 6, 4, 6
455, 27, 154, 0, 0, 1, 6, 4, 6
456, 27, 154, 0, 0, 1, 6, 4, 6
457, 27, 154, 0, 0, 1, 6, 4, 6
458, 27, 154, 0, 0, 1, 6, 4, 6
459, 27, 154, 0, 0, 1, 6, 4, 6
460, 27, 154, 0, 0, 1, 6, 4, 6
461, 27, 154, 0, 0, 1, 6, 4, 6
462, 27, 154, 0, 0, 1, 6, 4, 6
463, 27, 154, 0, 0, 1, 6, 5, 6
464, 27, 154, 0, 0, 1, 6, 5, 6
465, 27, 154, 0, 0, 1, 6, 5, 6
466, 27, 154, 0, 0, 1, 6, 5, 6
467, 27, 154, 0, 0, 1, 6, 5, 6
468, 27, 154, 0, 0, 1, 6, 5, 6
469, 27, 154, 0, 0, 1, 6, 5, 6
470, 27, 154, 0, 0, 1, 5, 5, 7
471, 27, 154, 0, 0, 1, 5, 5, 7
472, 26, 154, 0, 0, 1, 6, 5, 7
473, 26, 154, 0, 0, 1, 6, 5, 7
474, 26, 154, 0, 0, 1, 6, 5, 7
475, 26, 154, 0, 0, 1, 5, 5, 8
476, 26, 154, 0, 0, 1, 5, 5, 8
477, 26, 154, 0, 0, 1, 5, 5, 8
478, 26, 154, 0, 0, 1, 5, 5, 8
479, 26, 154, 0, 0, 1, 5, 5, 8
480, 26, 154, 0, 0, 1, 5, 5, 8
481, 26, 154, 0, 0, 1, 5, 5, 8
482, 26, 154, 0, 0, 1, 5, 5, 8
483, 26, 154, 0, 0, 1, 5, 5, 8
484, 26, 154, 0, 0, 1, 5, 5, 8
485, 26, 154, 0, 0, 0, 5, 6, 8
486, 26, 154, 0, 0, 0, 5, 6, 8
487, 26, 154, 0, 0, 0, 5, 6, 8
488, 26, 154, 0, 0, 0, 5, 6, 8
489, 26, 154, 0, 0, 0, 5, 6, 8
490, 26, 154, 0, 0, 0, 5, 6, 8
491, 26, 154, 0, 0, 0, 5, 6, 8
492, 26, 154, 0, 0, 0, 6, 6, 7
493, 26, 154, 0, 0, 0, 6, 6, 7
494, 26, 154, 0, 0, 0, 6, 6, 7
495, 26, 154, 0, 0, 0, 6, 6, 7
496, 26, 154, 0, 0, 0, 6, 6, 7
497, 26, 154, 0, 0, 0, 6, 6, 7
498, 26, 154, 0, 0, 0, 4, 6, 9
499, 26, 154, 0, 0, 0, 4, 6, 9
500, 26, 154, 0, 0, 0, 4, 6, 9
501, 26, 154, 0, 0, 0, 4, 6, 9
502, 26, 154, 0, 0, 0, 4, 6, 9
503, 25, 154, 0, 0, 1, 3, 6, 10
504, 25, 154, 0, 0, 1, 3, 6, 10
505, 25, 154, 0, 0, 1, 3, 7, 10
506, 25, 154, 0, 0, 1, 3, 7, 10
507, 25, 153, 0, 0, 2, 3, 7, 10
508, 23, 153, 0, 0, 2, 5, 7, 10
509, 23, 153, 0, 0, 2, 5, 7, 10
510, 23, 153, 0, 0, 2, 5, 7, 10
511, 23, 153, 0, 0, 2, 5, 7, 10
512, 22, 153, 0, 0, 2, 5, 7, 11
513, 22, 153, 0, 0, 2, 5, 7, 11
514, 22, 153, 0, 0, 2, 5, 7, 11
515, 21, 153, 0, 0, 2, 6, 7, 11
516, 21, 153, 0, 0, 2, 6, 7, 11
517, 21, 153, 0, 0, 2, 6, 7, 11
518, 21, 153, 0, 0, 2, 7, 7, 10
519, 21, 153, 0, 0, 2, 7, 7, 10
520, 21, 153, 0, 0, 2, 7, 7, 10
521, 21, 153, 0, 0, 2, 8, 7, 9
522, 21, 153, 0, 0, 2, 8, 7, 9
523, 21, 153, 0, 0, 2, 8, 7, 9
524, 21, 153, 0, 0, 2, 8, 7, 9
525, 21, 153, 0, 0, 2, 8, 7, 9
526, 21, 153, 0, 0, 2, 8, 7, 9
527, 21, 153, 0, 0, 2, 8, 7, 9
528, 21, 153, 0, 0, 2, 8, 7, 9
529, 21, 153, 0, 0, 2, 8, 7, 9
530, 20, 153, 0, 0, 3, 8, 7, 9
531, 20, 153, 0, 0, 3, 8, 7, 9
532, 20, 153, 0, 0, 3, 8, 7, 9
533, 20, 153, 0, 0, 3, 7, 7, 10
534, 20, 153, 0, 0, 3, 7, 7, 10
535, 20, 153, 0, 0, 3, 7, 7, 10
536, 20, 153, 0, 0, 3, 7, 7, 10
537, 20, 153, 0, 0, 3, 7, 7, 10
